restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
REST17216,Hot & Crispy Biryani Corner,Bengaluru,Chinese,Restaurant,26-40,Y
REST16408,Annapurna Mess Hub,Delhi,South Indian,Restaurant,16-25,Y
REST05939,Delhi Sweets Palace,Pune,Chinese,Restaurant,<=15,N
REST06179,Annapurna Tandoor Delight,Delhi,Chinese,Restaurant,26-40,Y
REST06106,Tandoori Sweets Point,Delhi,South Indian,Cloud Kitchen,<=15,Y
REST15026,Grand Kitchen Palace,Chennai,North Indian,Restaurant,16-25,Y
REST11393,Spicy Cafe Central,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST13951,Annapurna Darshini Darbar,Delhi,North Indian,Cloud Kitchen,<=15,N
REST10670,Delhi Paratha Hub,Chennai,Biryani,Restaurant,16-25,N
REST17473,Sri Cafe Delight,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST15754,Spicy Mess Zone,Mumbai,Chinese,Cloud Kitchen,26-40,Y
REST08637,Hot & Crispy Sweets Bhojanalay,Bengaluru,Fast Food,Restaurant,16-25,Y
REST05103,Hot & Crispy House Hub,Bengaluru,Biryani,Restaurant,16-25,Y
REST18531,Punjabi Grill Heaven,Hyderabad,Desserts,Restaurant,<=15,Y
REST19536,Spicy Tandoor Nest,Pune,North Indian,Restaurant,16-25,Y
REST05532,Taste of Wraps Mahal,Kolkata,Fast Food,Restaurant,16-25,Y
REST10016,Royal Mess Bhojanalay,Delhi,Desserts,Restaurant,26-40,Y
REST03807,Kolkata Grill Corner,Delhi,Biryani,Restaurant,26-40,N
REST19940,Royal Tandoor Mahal,Kolkata,Chinese,Cloud Kitchen,>40,Y
REST10551,Urban Darshini Clouds,Bengaluru,South Indian,Restaurant,26-40,Y
REST03107,Kolkata Biryani Clouds,Chennai,South Indian,Cloud Kitchen,>40,Y
REST05152,Fresh Pizza Heaven,Chennai,Chinese,Restaurant,16-25,Y
REST19444,Thindi Mane Paratha Hub,Hyderabad,Chinese,Cloud Kitchen,16-25,Y
REST13588,Sri Mess Stop,Delhi,Fast Food,Restaurant,16-25,Y
REST10820,Delhi Thali Darbar,Bengaluru,North Indian,Restaurant,<=15,N
REST13110,Urban Sweets Corner,Ahmedabad,Pizza,Restaurant,26-40,N
REST09469,Urban Thali Clouds,Bengaluru,Chinese,Restaurant,<=15,Y
REST18555,Urban Express Adda,Chennai,Biryani,Restaurant,<=15,Y
REST14542,Hot & Crispy Pizza Heaven,Kolkata,Biryani,Restaurant,<=15,N
REST19015,Madras Express Adda,Mumbai,Chinese,Restaurant,16-25,Y
REST14393,Madras Darshini Adda,Hyderabad,Chinese,Restaurant,<=15,N
REST18646,Punjabi Thali Central,Chennai,North Indian,Cloud Kitchen,16-25,Y
REST06392,Urban Darshini Mahal,Delhi,Biryani,Cloud Kitchen,<=15,Y
REST11524,Kolkata Cafe Central,Kolkata,Pizza,Restaurant,16-25,Y
REST07804,Annapurna Pizza Hub,Bengaluru,Desserts,Restaurant,<=15,Y
REST18967,Grand Wraps Darbar,Pune,Desserts,Restaurant,26-40,Y
REST11368,Sri Wraps Adda,Chennai,Pizza,Cloud Kitchen,26-40,Y
REST06117,Bombay Mess Corner,Delhi,Chinese,Restaurant,26-40,N
REST05551,Flavours of Tandoor Zone,Mumbai,Chinese,Restaurant,<=15,Y
REST05829,Royal Mess Stop,Bengaluru,Fast Food,Restaurant,16-25,Y
REST01689,Fresh Kitchen Mahal,Mumbai,Chinese,Cloud Kitchen,16-25,Y
REST12274,Urban Wraps Nest,Chennai,North Indian,Restaurant,<=15,Y
REST15882,Delhi Grill Zone,Mumbai,North Indian,Cloud Kitchen,26-40,N
REST00854,Madras Darshini Heaven,Bengaluru,Desserts,Cloud Kitchen,26-40,Y
REST05736,Namma Tandoor Mahal,Hyderabad,Pizza,Restaurant,16-25,Y
REST04706,Kolkata House Adda,Chennai,Healthy,Cloud Kitchen,16-25,Y
REST14354,Urban Biryani Point,Mumbai,Fast Food,Cloud Kitchen,16-25,Y
REST14090,Taste of Biryani Stop,Kolkata,South Indian,Restaurant,16-25,Y
REST08077,Fresh Grill Corner,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST17083,Taste of Delights Central,Pune,Biryani,Restaurant,<=15,Y
REST02151,Hot & Crispy Thali Heaven,Ahmedabad,North Indian,Restaurant,16-25,Y
REST17114,Bombay House Corner,Hyderabad,North Indian,Restaurant,<=15,Y
REST10310,Hot & Crispy Thali Cafe,Bengaluru,North Indian,Restaurant,26-40,Y
REST03263,Spicy Cafe Delight,Bengaluru,Chinese,Restaurant,<=15,Y
REST07967,Punjabi Kitchen Central,Bengaluru,North Indian,Restaurant,<=15,Y
REST05324,Thindi Mane Delights Palace,Pune,South Indian,Restaurant,<=15,Y
REST17683,Fresh Delights Hub,Bengaluru,North Indian,Cloud Kitchen,26-40,Y
REST14571,Urban Curry Nest,Mumbai,Pizza,Restaurant,16-25,Y
REST12110,Namma Wraps Heaven,Delhi,Pizza,Cloud Kitchen,<=15,Y
REST19941,Royal Kitchen Nest,Kolkata,Biryani,Restaurant,16-25,Y
REST09799,Fresh Grill Zone,Hyderabad,Desserts,Restaurant,<=15,Y
REST10539,Royal Express Clouds,Delhi,North Indian,Cloud Kitchen,26-40,Y
REST19903,Namma Darshini Stop,Kolkata,North Indian,Restaurant,<=15,Y
REST14105,Annapurna Grill Stop,Hyderabad,Biryani,Restaurant,26-40,Y
REST19128,Thindi Mane House Bhojanalay,Bengaluru,Pizza,Restaurant,<=15,Y
REST10067,Urban Paratha Darbar,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
REST04244,Spicy Pizza Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,Y
REST04935,Classic Sweets Nest,Kolkata,North Indian,Restaurant,<=15,Y
REST02052,Spicy Express Corner,Delhi,Biryani,Cloud Kitchen,>40,Y
REST08796,Fresh Express Point,Bengaluru,Pizza,Cloud Kitchen,16-25,N
REST07452,Thindi Mane Mess Stop,Mumbai,Fast Food,Restaurant,26-40,Y
REST00665,Bombay Wraps Hub,Chennai,Pizza,Restaurant,<=15,Y
REST07384,Punjabi House Palace,Ahmedabad,North Indian,Restaurant,26-40,Y
REST06475,Kolkata Sweets Cafe,Hyderabad,Biryani,Restaurant,26-40,Y
REST17159,Delhi Cafe Adda,Mumbai,North Indian,Cloud Kitchen,16-25,Y
REST14443,Fresh Curry Cafe,Chennai,North Indian,Restaurant,26-40,Y
REST11768,Hot & Crispy Kitchen Clouds,Pune,Pizza,Restaurant,26-40,Y
REST03814,Punjabi Paratha Stop,Bengaluru,North Indian,Restaurant,26-40,Y
REST09870,Urban Darshini Adda,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST05489,Thindi Mane Grill Clouds,Delhi,North Indian,Cloud Kitchen,<=15,N
REST05636,Sri Tandoor Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,Y
REST19351,Annapurna Cafe Delight,Kolkata,Desserts,Restaurant,<=15,Y
REST02094,Taste of Sweets Cafe,Mumbai,South Indian,Restaurant,>40,Y
REST12442,Grand Sweets Darbar,Bengaluru,North Indian,Restaurant,26-40,Y
REST02414,Classic Kitchen Clouds,Hyderabad,North Indian,Restaurant,16-25,Y
REST18745,Hot & Crispy Tandoor Palace,Bengaluru,Pizza,Restaurant,<=15,Y
REST10856,Urban Kitchen Nest,Chennai,Fast Food,Cloud Kitchen,16-25,Y
REST04449,Sri Curry Heaven,Bengaluru,South Indian,Restaurant,16-25,Y
REST16522,Tandoori Wraps Point,Pune,South Indian,Cloud Kitchen,26-40,N
REST12912,Sri Tandoor Zone,Kolkata,Pizza,Restaurant,16-25,Y
REST04887,Bombay Wraps Delight,Delhi,South Indian,Cloud Kitchen,<=15,N
REST12033,Sri Wraps Mahal,Bengaluru,Chinese,Restaurant,16-25,Y
REST05251,Fresh Tandoor Palace,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST08030,Thindi Mane Sweets Central,Bengaluru,Biryani,Restaurant,<=15,N
REST07381,Classic Thali Clouds,Bengaluru,South Indian,Restaurant,>40,Y
REST18771,Hot & Crispy Tandoor Hub,Bengaluru,North Indian,Restaurant,16-25,Y
REST15095,Spicy Kitchen Darbar,Mumbai,South Indian,Restaurant,<=15,Y
REST16986,Classic Paratha Heaven,Bengaluru,Fast Food,Restaurant,>40,Y
REST19207,Royal Curry Corner,Delhi,North Indian,Restaurant,16-25,Y
REST07556,Sri Delights Darbar,Chennai,South Indian,Restaurant,<=15,N
REST08371,Fresh House Point,Chennai,South Indian,Restaurant,16-25,Y
REST11479,Bombay Mess Mahal,Kolkata,South Indian,Restaurant,16-25,Y
REST01299,Bombay House Mahal,Delhi,South Indian,Restaurant,>40,Y
REST01276,Delhi Delights Central,Kolkata,South Indian,Restaurant,26-40,Y
REST13317,Classic Kitchen Corner,Chennai,South Indian,Cloud Kitchen,<=15,Y
REST19265,Taste of Tandoor Mahal,Chennai,Chinese,Cloud Kitchen,16-25,Y
REST05830,Classic Tandoor Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
REST16625,Flavours of Curry Adda,Delhi,South Indian,Restaurant,<=15,Y
REST11246,Annapurna Curry Corner,Hyderabad,Chinese,Restaurant,26-40,Y
REST18331,Classic Kitchen Delight,Delhi,Desserts,Restaurant,16-25,Y
REST05499,Punjabi Darshini Clouds,Bengaluru,South Indian,Restaurant,<=15,Y
REST00074,Annapurna Pizza Zone,Ahmedabad,Chinese,Restaurant,26-40,Y
REST18468,Spicy Tandoor Darbar,Kolkata,Fast Food,Restaurant,16-25,N
REST14710,Fresh Delights Palace,Mumbai,Pizza,Restaurant,>40,Y
REST15092,Spicy Delights Hub,Bengaluru,South Indian,Cloud Kitchen,26-40,N
REST07917,Royal Thali Nest,Hyderabad,Biryani,Restaurant,26-40,Y
REST05318,Madras Kitchen Cafe,Pune,Healthy,Restaurant,26-40,Y
REST19424,Namma Delights Nest,Chennai,Biryani,Restaurant,16-25,Y
REST14650,Bombay Curry Palace,Hyderabad,South Indian,Restaurant,<=15,Y
REST12779,Madras Mess Clouds,Bengaluru,Chinese,Restaurant,<=15,Y
REST02991,Kolkata Sweets Nest,Pune,Fast Food,Restaurant,16-25,Y
REST13774,Royal Curry Cafe,Delhi,Desserts,Restaurant,16-25,Y
REST04911,Taste of Grill Corner,Delhi,Pizza,Restaurant,<=15,N
REST05870,Hot & Crispy Cafe Mahal,Delhi,Fast Food,Restaurant,<=15,Y
REST13239,Delhi Paratha Point,Kolkata,Fast Food,Restaurant,26-40,Y
REST06154,Sri Cafe Stop,Hyderabad,Pizza,Cloud Kitchen,>40,Y
REST11597,Flavours of Mess Hub,Bengaluru,Pizza,Restaurant,16-25,Y
REST05080,Sri Curry Adda,Bengaluru,North Indian,Restaurant,<=15,Y
REST14693,Annapurna Grill Heaven,Kolkata,Biryani,Restaurant,26-40,Y
REST10038,Bombay Wraps Delight,Ahmedabad,North Indian,Cloud Kitchen,<=15,Y
REST02651,Sri Tandoor Point,Bengaluru,Biryani,Cloud Kitchen,16-25,N
REST15892,Hot & Crispy Grill Mahal,Chennai,Pizza,Cloud Kitchen,16-25,Y
REST19748,Spicy Tandoor Bhojanalay,Hyderabad,North Indian,Restaurant,26-40,Y
REST12612,Hot & Crispy Tandoor Bhojanalay,Chennai,Chinese,Cloud Kitchen,16-25,Y
REST03613,Sri Wraps Mahal,Chennai,Healthy,Cloud Kitchen,16-25,Y
REST01135,Namma Express Zone,Hyderabad,Chinese,Cloud Kitchen,16-25,Y
REST13343,Flavours of Wraps Bhojanalay,Mumbai,Biryani,Restaurant,<=15,Y
REST00318,Royal Darshini Adda,Delhi,North Indian,Restaurant,16-25,Y
REST03152,Royal Kitchen Bhojanalay,Bengaluru,North Indian,Restaurant,26-40,Y
REST03965,Sri Mess Palace,Mumbai,South Indian,Restaurant,<=15,Y
REST14737,Hot & Crispy Sweets Heaven,Hyderabad,Chinese,Restaurant,26-40,Y
REST08391,Thindi Mane Tandoor Clouds,Bengaluru,North Indian,Restaurant,26-40,Y
REST09976,Hot & Crispy Grill Zone,Delhi,Pizza,Restaurant,26-40,Y
REST05320,Classic Grill Adda,Kolkata,Chinese,Cloud Kitchen,16-25,Y
REST08627,Delhi Delights Point,Mumbai,North Indian,Restaurant,<=15,Y
REST15469,Grand Express Clouds,Kolkata,North Indian,Cloud Kitchen,<=15,Y
REST02143,Grand Mess Corner,Ahmedabad,North Indian,Restaurant,<=15,Y
REST07518,Spicy Pizza Adda,Kolkata,Chinese,Restaurant,16-25,Y
REST14183,Spicy Curry Mahal,Bengaluru,North Indian,Restaurant,16-25,Y
REST09776,Bombay Express Hub,Pune,Healthy,Restaurant,>40,Y
REST07435,Sri Delights Bhojanalay,Bengaluru,North Indian,Restaurant,>40,Y
REST16022,Urban Thali Darbar,Delhi,Desserts,Cloud Kitchen,16-25,Y
REST19515,Tandoori Pizza Hub,Hyderabad,Biryani,Restaurant,26-40,Y
REST01562,Fresh Tandoor Nest,Kolkata,Desserts,Restaurant,26-40,Y
REST08642,Fresh Cafe Heaven,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
REST15162,Madras Darshini Corner,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST12213,Royal Darshini Mahal,Pune,North Indian,Restaurant,<=15,Y
REST18334,Flavours of Mess Darbar,Bengaluru,South Indian,Restaurant,16-25,Y
REST10399,Royal Paratha Central,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST17371,Punjabi Cafe Clouds,Chennai,South Indian,Restaurant,16-25,Y
REST16030,Sri Express Clouds,Mumbai,South Indian,Restaurant,26-40,Y
REST18340,Flavours of Sweets Zone,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST12563,Classic Biryani Corner,Delhi,Chinese,Cloud Kitchen,16-25,Y
REST05375,Punjabi Wraps Bhojanalay,Pune,North Indian,Restaurant,26-40,N
REST18571,Delhi Biryani Darbar,Delhi,North Indian,Restaurant,<=15,Y
REST02412,Namma Pizza Cafe,Bengaluru,South Indian,Restaurant,>40,Y
REST08750,Hot & Crispy Cafe Palace,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST03472,Sri Mess Cafe,Mumbai,Chinese,Restaurant,16-25,Y
REST17881,Classic Cafe Darbar,Bengaluru,North Indian,Restaurant,16-25,Y
REST08772,Spicy Express Central,Chennai,Chinese,Restaurant,16-25,Y
REST09401,Punjabi Express Stop,Bengaluru,Biryani,Restaurant,<=15,Y
REST17973,Tandoori Biryani Bhojanalay,Mumbai,North Indian,Cloud Kitchen,>40,Y
REST18038,Annapurna Darshini Delight,Delhi,Fast Food,Restaurant,26-40,Y
REST01526,Royal Kitchen Hub,Bengaluru,Healthy,Restaurant,16-25,Y
REST16346,Bombay Paratha Stop,Kolkata,North Indian,Cloud Kitchen,26-40,Y
REST17402,Delhi Kitchen Zone,Hyderabad,Pizza,Restaurant,26-40,Y
REST03409,Punjabi Wraps Nest,Kolkata,Healthy,Restaurant,<=15,Y
REST13673,Sri Tandoor Stop,Mumbai,South Indian,Cloud Kitchen,26-40,N
REST03647,Tandoori Mess Clouds,Delhi,Chinese,Restaurant,<=15,Y
REST09336,Spicy Tandoor Cafe,Chennai,Desserts,Restaurant,16-25,Y
REST14583,Hot & Crispy Kitchen Heaven,Delhi,Desserts,Cloud Kitchen,>40,Y
REST11508,Madras Cafe Clouds,Hyderabad,Pizza,Restaurant,<=15,N
REST14430,Sri Express Point,Chennai,North Indian,Restaurant,16-25,Y
REST15271,Thindi Mane Cafe Zone,Bengaluru,South Indian,Cloud Kitchen,26-40,Y
REST03080,Kolkata Curry Mahal,Ahmedabad,South Indian,Restaurant,26-40,Y
REST06350,Grand Tandoor Delight,Pune,Biryani,Restaurant,16-25,Y
REST10555,Grand Delights Bhojanalay,Ahmedabad,Biryani,Restaurant,16-25,Y
REST10414,Fresh Grill Zone,Mumbai,Chinese,Restaurant,16-25,Y
REST16002,Hot & Crispy Thali Palace,Pune,Desserts,Restaurant,26-40,Y
REST05027,Sri Thali Darbar,Kolkata,South Indian,Restaurant,<=15,Y
REST00499,Urban Kitchen Zone,Hyderabad,Pizza,Cloud Kitchen,<=15,Y
REST12262,Fresh Delights Adda,Delhi,Chinese,Restaurant,26-40,Y
REST15662,Royal House Palace,Mumbai,Healthy,Restaurant,<=15,Y
REST08499,Kolkata Mess Delight,Delhi,Desserts,Cloud Kitchen,26-40,Y
REST08519,Tandoori Wraps Adda,Hyderabad,Fast Food,Cloud Kitchen,<=15,N
REST15591,Madras Paratha Zone,Bengaluru,Biryani,Restaurant,>40,Y
REST11263,Madras Wraps Bhojanalay,Bengaluru,Healthy,Restaurant,>40,N
REST00131,Hot & Crispy Pizza Hub,Pune,South Indian,Restaurant,16-25,Y
REST17300,Thindi Mane House Zone,Chennai,South Indian,Restaurant,<=15,Y
REST00802,Classic Biryani Zone,Hyderabad,South Indian,Restaurant,<=15,N
REST05834,Annapurna Kitchen Bhojanalay,Delhi,Biryani,Cloud Kitchen,26-40,Y
REST09398,Namma Cafe Hub,Chennai,North Indian,Restaurant,16-25,Y
REST15457,Taste of Sweets Cafe,Mumbai,North Indian,Restaurant,16-25,Y
REST07186,Thindi Mane Delights Central,Bengaluru,Fast Food,Restaurant,<=15,N
REST02895,Flavours of Darshini Clouds,Mumbai,Biryani,Restaurant,26-40,Y
REST04404,Kolkata Biryani Central,Bengaluru,Desserts,Restaurant,>40,Y
REST01059,Urban Biryani Nest,Bengaluru,North Indian,Cloud Kitchen,<=15,N
REST05368,Sri Thali Bhojanalay,Bengaluru,Chinese,Restaurant,16-25,Y
REST07278,Classic Darshini Bhojanalay,Mumbai,Biryani,Restaurant,26-40,Y
REST12599,Kolkata Kitchen Clouds,Delhi,South Indian,Restaurant,<=15,Y
REST17757,Sri Curry Cafe,Kolkata,Biryani,Restaurant,16-25,Y
REST13856,Thindi Mane Grill Darbar,Bengaluru,South Indian,Restaurant,26-40,N
REST18862,Punjabi Thali Darbar,Delhi,Pizza,Cloud Kitchen,<=15,Y
REST19506,Grand Sweets Mahal,Hyderabad,Healthy,Restaurant,<=15,N
REST10665,Sri Curry Adda,Mumbai,Pizza,Restaurant,16-25,Y
REST08266,Royal Thali Palace,Delhi,North Indian,Restaurant,26-40,Y
REST09222,Flavours of Thali Stop,Delhi,South Indian,Restaurant,16-25,N
REST00590,Delhi Cafe Palace,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
REST15853,Royal Kitchen Bhojanalay,Mumbai,Desserts,Restaurant,16-25,N
REST06567,Annapurna Delights Heaven,Bengaluru,North Indian,Restaurant,<=15,Y
REST16818,Sri House Central,Bengaluru,North Indian,Restaurant,<=15,Y
REST06346,Tandoori Tandoor Central,Bengaluru,North Indian,Restaurant,16-25,Y
REST03790,Delhi Delights Hub,Pune,Healthy,Cloud Kitchen,16-25,Y
REST19288,Spicy Biryani Darbar,Mumbai,Biryani,Cloud Kitchen,<=15,Y
REST03481,Taste of Pizza Central,Pune,North Indian,Restaurant,26-40,Y
REST03109,Urban Express Stop,Ahmedabad,Biryani,Restaurant,26-40,Y
REST00816,Spicy Mess Adda,Bengaluru,Biryani,Restaurant,16-25,Y
REST02660,Punjabi Cafe Central,Mumbai,Healthy,Restaurant,16-25,Y
REST00178,Kolkata Darshini Hub,Mumbai,Pizza,Restaurant,<=15,N
REST10993,Flavours of Grill Delight,Chennai,North Indian,Restaurant,16-25,Y
REST01187,Urban Delights Stop,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST18609,Punjabi Cafe Bhojanalay,Bengaluru,South Indian,Restaurant,26-40,Y
REST05719,Classic Express Zone,Ahmedabad,Chinese,Restaurant,<=15,Y
REST12117,Annapurna House Point,Kolkata,South Indian,Restaurant,<=15,Y
REST13337,Bombay House Nest,Bengaluru,Healthy,Cloud Kitchen,>40,Y
REST19160,Taste of Mess Cafe,Hyderabad,Chinese,Restaurant,>40,Y
REST15902,Kolkata House Point,Hyderabad,Biryani,Cloud Kitchen,26-40,Y
REST00777,Kolkata Cafe Central,Pune,Chinese,Restaurant,<=15,Y
REST13523,Madras Tandoor Darbar,Bengaluru,North Indian,Restaurant,26-40,Y
REST09741,Sri Pizza Stop,Chennai,Biryani,Restaurant,26-40,Y
REST02974,Spicy Express Stop,Pune,North Indian,Restaurant,16-25,Y
REST09687,Hot & Crispy Wraps Heaven,Pune,Fast Food,Cloud Kitchen,<=15,Y
REST09626,Namma Paratha Zone,Bengaluru,Pizza,Restaurant,26-40,Y
REST01942,Annapurna Kitchen Palace,Mumbai,North Indian,Restaurant,16-25,Y
REST00844,Annapurna Pizza Clouds,Kolkata,Fast Food,Restaurant,16-25,Y
REST17555,Namma Thali Stop,Delhi,Chinese,Cloud Kitchen,<=15,Y
REST06476,Fresh Grill Corner,Chennai,Fast Food,Cloud Kitchen,<=15,Y
REST12805,Annapurna Sweets Corner,Delhi,Chinese,Cloud Kitchen,16-25,Y
REST12410,Bombay Grill Cafe,Bengaluru,Chinese,Restaurant,16-25,Y
REST04353,Taste of Cafe Corner,Mumbai,Chinese,Cloud Kitchen,26-40,Y
REST17207,Punjabi Delights Point,Ahmedabad,Biryani,Restaurant,16-25,Y
REST11909,Fresh House Mahal,Pune,Biryani,Restaurant,<=15,Y
REST03531,Grand Wraps Heaven,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
REST06863,Annapurna Sweets Delight,Chennai,Desserts,Cloud Kitchen,26-40,Y
REST04124,Royal Paratha Central,Delhi,Biryani,Restaurant,16-25,Y
REST06498,Thindi Mane Biryani Corner,Pune,Chinese,Restaurant,26-40,Y
REST10753,Flavours of Cafe Hub,Chennai,North Indian,Restaurant,<=15,Y
REST05973,Classic Thali Stop,Hyderabad,Biryani,Restaurant,26-40,Y
REST12597,Kolkata Biryani Delight,Bengaluru,Biryani,Restaurant,<=15,Y
REST00903,Namma House Nest,Pune,North Indian,Restaurant,26-40,Y
REST04639,Namma Grill Cafe,Delhi,South Indian,Restaurant,26-40,Y
REST12855,Classic Paratha Stop,Delhi,North Indian,Restaurant,16-25,Y
REST09618,Classic Express Hub,Pune,North Indian,Restaurant,>40,Y
REST04913,Classic Mess Darbar,Kolkata,North Indian,Cloud Kitchen,16-25,Y
REST01962,Madras Curry Darbar,Hyderabad,South Indian,Cloud Kitchen,16-25,N
REST18372,Spicy Pizza Nest,Mumbai,Pizza,Restaurant,26-40,Y
REST11654,Tandoori Grill Hub,Chennai,North Indian,Cloud Kitchen,>40,Y
REST06416,Flavours of Kitchen Bhojanalay,Mumbai,North Indian,Restaurant,16-25,Y
REST03861,Royal Kitchen Heaven,Kolkata,North Indian,Restaurant,26-40,Y
REST15403,Annapurna Thali Cafe,Hyderabad,Desserts,Restaurant,16-25,Y
REST10687,Tandoori Mess Adda,Chennai,North Indian,Restaurant,16-25,Y
REST02658,Namma Curry Nest,Bengaluru,North Indian,Restaurant,<=15,Y
REST13790,Flavours of Pizza Zone,Delhi,South Indian,Restaurant,16-25,Y
REST05690,Hot & Crispy Pizza Zone,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
REST09944,Taste of Express Bhojanalay,Hyderabad,Chinese,Restaurant,16-25,Y
REST04299,Spicy Wraps Zone,Bengaluru,North Indian,Restaurant,16-25,Y
REST12202,Namma Curry Corner,Bengaluru,South Indian,Restaurant,26-40,Y
REST10679,Tandoori Sweets Mahal,Pune,South Indian,Restaurant,16-25,Y
REST02268,Spicy Sweets Mahal,Kolkata,North Indian,Restaurant,<=15,Y
REST01840,Royal Darshini Zone,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
REST04184,Tandoori Thali Heaven,Kolkata,North Indian,Restaurant,26-40,N
REST12720,Thindi Mane Darshini Corner,Mumbai,South Indian,Restaurant,<=15,Y
REST18241,Thindi Mane Darshini Darbar,Hyderabad,Pizza,Cloud Kitchen,<=15,Y
REST18146,Classic Delights Bhojanalay,Mumbai,Biryani,Restaurant,16-25,N
REST07100,Kolkata House Clouds,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
REST02122,Spicy Tandoor Delight,Bengaluru,Pizza,Cloud Kitchen,26-40,Y
REST08737,Spicy Darshini Hub,Ahmedabad,Pizza,Cloud Kitchen,<=15,Y
REST04908,Punjabi Biryani Hub,Mumbai,Healthy,Restaurant,16-25,Y
REST09905,Namma Grill Clouds,Ahmedabad,Pizza,Restaurant,>40,Y
REST15203,Fresh Curry Cafe,Delhi,South Indian,Cloud Kitchen,16-25,N
REST14685,Delhi Curry Mahal,Bengaluru,Biryani,Restaurant,>40,Y
REST04973,Tandoori Kitchen Heaven,Bengaluru,Pizza,Restaurant,26-40,Y
REST05072,Annapurna Thali Zone,Kolkata,Biryani,Restaurant,>40,Y
REST02565,Sri Paratha Adda,Bengaluru,North Indian,Restaurant,16-25,Y
REST02827,Annapurna Grill Darbar,Mumbai,North Indian,Restaurant,16-25,Y
REST04196,Madras Express Zone,Chennai,North Indian,Restaurant,16-25,Y
REST00712,Bombay Delights Adda,Bengaluru,Desserts,Restaurant,26-40,Y
REST05864,Annapurna Biryani Central,Mumbai,Chinese,Restaurant,26-40,Y
REST15641,Bombay Curry Palace,Delhi,Desserts,Restaurant,<=15,Y
REST07059,Hot & Crispy Express Bhojanalay,Mumbai,North Indian,Restaurant,16-25,Y
REST14613,Grand Delights Bhojanalay,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
REST05323,Urban Darshini Cafe,Ahmedabad,Pizza,Cloud Kitchen,16-25,Y
REST15002,Tandoori Wraps Zone,Mumbai,South Indian,Restaurant,26-40,Y
REST02524,Bombay Paratha Delight,Mumbai,South Indian,Cloud Kitchen,16-25,N
REST05148,Spicy Curry Delight,Mumbai,Biryani,Restaurant,26-40,Y
REST06842,Flavours of Wraps Darbar,Hyderabad,North Indian,Restaurant,26-40,Y
REST07255,Sri Kitchen Mahal,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
REST08762,Namma House Hub,Mumbai,Biryani,Restaurant,26-40,Y
REST19159,Kolkata Thali Mahal,Bengaluru,Biryani,Restaurant,16-25,Y
REST08715,Thindi Mane Pizza Nest,Ahmedabad,Chinese,Restaurant,<=15,Y
REST11245,Namma Grill Heaven,Bengaluru,Desserts,Restaurant,16-25,Y
REST05626,Madras Cafe Heaven,Bengaluru,South Indian,Restaurant,26-40,Y
REST05803,Hot & Crispy Darshini Clouds,Ahmedabad,Chinese,Restaurant,16-25,Y
REST09695,Fresh House Zone,Hyderabad,Fast Food,Restaurant,16-25,Y
REST01970,Tandoori Delights Corner,Bengaluru,Fast Food,Restaurant,26-40,Y
REST03278,Madras Paratha Corner,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST15979,Delhi Sweets Corner,Bengaluru,Pizza,Restaurant,26-40,Y
REST04101,Tandoori Sweets Bhojanalay,Delhi,Fast Food,Cloud Kitchen,26-40,Y
