,RESTAURANT_ID,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
312,REST00313,Grand Sweets Corner,Delhi,Chinese,Cloud Kitchen,16-25,Y
313,REST00314,Classic Thali Stop,Bengaluru,Fast Food,Restaurant,<=15,Y
314,REST00315,Sri Grill Delight,Delhi,Pizza,Cloud Kitchen,<=15,Y
315,REST00316,Royal Pizza Hub,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
316,REST00317,Namma Curry Cafe,Mumbai,South Indian,Restaurant,26-40,Y
317,REST00318,Royal Darshini Adda,Delhi,North Indian,Restaurant,16-25,Y
318,REST00319,Thindi Mane Express Delight,Bengaluru,Fast Food,Restaurant,16-25,Y
319,REST00320,Kolkata House Palace,Kolkata,South Indian,Cloud Kitchen,26-40,Y
320,REST00321,Tandoori Darshini Clouds,Hyderabad,Desserts,Restaurant,16-25,Y
321,REST00322,Madras Thali Zone,Delhi,Chinese,Restaurant,26-40,Y
322,REST00323,Flavours of Biryani Corner,Kolkata,South Indian,Restaurant,26-40,N
323,REST00324,Namma Thali Clouds,Bengaluru,Chinese,Restaurant,16-25,Y
324,REST00325,Namma Pizza Mahal,Bengaluru,North Indian,Restaurant,26-40,N
325,REST00326,Namma Paratha Zone,Mumbai,South Indian,Cloud Kitchen,<=15,Y
326,REST00327,Annapurna Paratha Darbar,Bengaluru,North Indian,Restaurant,>40,Y
327,REST00328,Bombay Paratha Corner,Delhi,North Indian,Cloud Kitchen,26-40,Y
328,REST00329,Hot & Crispy Darshini Adda,Mumbai,Fast Food,Cloud Kitchen,<=15,Y
329,REST00330,Kolkata Pizza Bhojanalay,Pune,Desserts,Cloud Kitchen,<=15,Y
330,REST00331,Urban Pizza Corner,Chennai,Chinese,Cloud Kitchen,16-25,Y
331,REST00332,Namma Sweets Stop,Bengaluru,South Indian,Restaurant,16-25,Y
332,REST00333,Spicy Kitchen Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,Y
333,REST00334,Punjabi House Central,Kolkata,North Indian,Restaurant,<=15,Y
334,REST00335,Royal Sweets Bhojanalay,Mumbai,Chinese,Restaurant,>40,N
335,REST00336,Annapurna Thali Corner,Hyderabad,North Indian,Restaurant,>40,Y
336,REST00337,Hot & Crispy Curry Nest,Mumbai,Biryani,Restaurant,<=15,N
337,REST00338,Namma Grill Palace,Pune,North Indian,Cloud Kitchen,26-40,Y
338,REST00339,Urban House Cafe,Delhi,South Indian,Restaurant,26-40,Y
339,REST00340,Delhi Wraps Stop,Ahmedabad,South Indian,Restaurant,<=15,N
340,REST00341,Royal Biryani Darbar,Chennai,North Indian,Restaurant,16-25,Y
341,REST00342,Royal Grill Darbar,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
342,REST00343,Sri Express Bhojanalay,Bengaluru,North Indian,Restaurant,16-25,Y
343,REST00344,Spicy Wraps Hub,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
344,REST00345,Delhi Grill Point,Pune,Chinese,Restaurant,16-25,Y
345,REST00346,Kolkata Mess Adda,Bengaluru,North Indian,Restaurant,<=15,Y
346,REST00347,Royal Thali Adda,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
347,REST00348,Madras House Heaven,Bengaluru,Biryani,Restaurant,16-25,N
348,REST00349,Thindi Mane Cafe Stop,Bengaluru,Healthy,Restaurant,<=15,N
349,REST00350,Flavours of Tandoor Clouds,Delhi,North Indian,Restaurant,<=15,Y
350,REST00351,Sri Biryani Darbar,Delhi,Chinese,Restaurant,<=15,Y
351,REST00352,Namma Mess Clouds,Kolkata,Pizza,Restaurant,16-25,Y
352,REST00353,Punjabi Wraps Zone,Bengaluru,Chinese,Restaurant,16-25,Y
353,REST00354,Bombay Biryani Cafe,Kolkata,South Indian,Cloud Kitchen,26-40,Y
354,REST00355,Grand Sweets Delight,Hyderabad,Biryani,Restaurant,16-25,Y
355,REST00356,Classic Express Darbar,Kolkata,Pizza,Cloud Kitchen,<=15,Y
356,REST00357,Bombay Darshini Cafe,Bengaluru,South Indian,Cloud Kitchen,26-40,N
357,REST00358,Urban Curry Cafe,Bengaluru,North Indian,Restaurant,16-25,Y
358,REST00359,Spicy Express Corner,Mumbai,Biryani,Restaurant,26-40,Y
359,REST00360,Madras Mess Nest,Bengaluru,Desserts,Restaurant,<=15,Y
360,REST00361,Fresh Express Central,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
361,REST00362,Grand Darshini Darbar,Kolkata,Biryani,Restaurant,26-40,Y
362,REST00363,Delhi House Cafe,Mumbai,North Indian,Restaurant,<=15,Y
363,REST00364,Thindi Mane Cafe Cafe,Mumbai,Chinese,Restaurant,16-25,Y
364,REST00365,Sri Wraps Zone,Pune,South Indian,Cloud Kitchen,16-25,Y
365,REST00366,Sri Sweets Cafe,Chennai,North Indian,Restaurant,16-25,Y
366,REST00367,Spicy House Palace,Hyderabad,Biryani,Restaurant,16-25,Y
367,REST00368,Fresh Paratha Darbar,Hyderabad,North Indian,Restaurant,<=15,Y
368,REST00369,Kolkata Delights Nest,Chennai,Chinese,Cloud Kitchen,16-25,Y
369,REST00370,Hot & Crispy Delights Palace,Mumbai,Chinese,Cloud Kitchen,16-25,N
370,REST00371,Classic Delights Delight,Mumbai,Biryani,Restaurant,<=15,Y
371,REST00372,Taste of Kitchen Stop,Mumbai,Chinese,Restaurant,26-40,Y
372,REST00373,Bombay Express Central,Mumbai,North Indian,Restaurant,16-25,Y
373,REST00374,Annapurna Pizza Delight,Mumbai,North Indian,Restaurant,<=15,N
374,REST00375,Urban Curry Cafe,Delhi,Biryani,Restaurant,<=15,Y
375,REST00376,Hot & Crispy Wraps Mahal,Delhi,Pizza,Restaurant,26-40,Y
376,REST00377,Annapurna Curry Bhojanalay,Pune,Chinese,Restaurant,26-40,Y
377,REST00378,Sri Pizza Cafe,Chennai,Fast Food,Restaurant,>40,Y
378,REST00379,Tandoori Grill Adda,Bengaluru,Healthy,Cloud Kitchen,>40,Y
379,REST00380,Madras Express Bhojanalay,Mumbai,Pizza,Cloud Kitchen,16-25,Y
380,REST00381,Fresh Express Darbar,Bengaluru,Biryani,Restaurant,<=15,N
381,REST00382,Sri Paratha Bhojanalay,Mumbai,South Indian,Restaurant,16-25,Y
382,REST00383,Sri Kitchen Nest,Mumbai,Chinese,Restaurant,<=15,Y
383,REST00384,Namma Tandoor Palace,Bengaluru,Fast Food,Restaurant,26-40,Y
384,REST00385,Punjabi Kitchen Nest,Ahmedabad,South Indian,Restaurant,<=15,Y
385,REST00386,Royal Thali Corner,Chennai,North Indian,Restaurant,<=15,Y
386,REST00387,Urban Thali Adda,Mumbai,South Indian,Cloud Kitchen,16-25,N
387,REST00388,Kolkata Biryani Darbar,Chennai,North Indian,Restaurant,26-40,Y
388,REST00389,Bombay Tandoor Palace,Mumbai,Biryani,Restaurant,16-25,Y
389,REST00390,Taste of Wraps Point,Ahmedabad,North Indian,Restaurant,16-25,Y
390,REST00391,Bombay House Bhojanalay,Hyderabad,South Indian,Restaurant,>40,Y
391,REST00392,Fresh Mess Zone,Bengaluru,South Indian,Cloud Kitchen,>40,Y
392,REST00393,Annapurna Paratha Darbar,Hyderabad,Pizza,Restaurant,16-25,Y
393,REST00394,Madras Pizza Stop,Kolkata,Chinese,Restaurant,>40,Y
394,REST00395,Grand Delights Palace,Hyderabad,Desserts,Cloud Kitchen,16-25,Y
395,REST00396,Bombay Sweets Stop,Delhi,North Indian,Restaurant,16-25,Y
396,REST00397,Urban Express Stop,Mumbai,North Indian,Cloud Kitchen,16-25,Y
397,REST00398,Hot & Crispy Thali Point,Kolkata,South Indian,Restaurant,16-25,Y
398,REST00399,Taste of Cafe Zone,Ahmedabad,Pizza,Restaurant,16-25,Y
399,REST00400,Spicy Curry Zone,Delhi,North Indian,Cloud Kitchen,<=15,Y
400,REST00401,Thindi Mane Tandoor Hub,Bengaluru,Biryani,Restaurant,16-25,Y
401,REST00402,Namma Tandoor Nest,Ahmedabad,Healthy,Cloud Kitchen,16-25,N
402,REST00403,Punjabi Pizza Mahal,Mumbai,South Indian,Restaurant,26-40,Y
403,REST00404,Tandoori Tandoor Palace,Kolkata,South Indian,Cloud Kitchen,<=15,Y
404,REST00405,Taste of Paratha Palace,Bengaluru,Healthy,Restaurant,<=15,Y
405,REST00406,Annapurna Wraps Bhojanalay,Mumbai,South Indian,Cloud Kitchen,16-25,Y
406,REST00407,Kolkata Darshini Clouds,Delhi,Pizza,Cloud Kitchen,<=15,Y
407,REST00408,Spicy Darshini Bhojanalay,Kolkata,South Indian,Cloud Kitchen,<=15,Y
408,REST00409,Taste of Delights Darbar,Mumbai,Biryani,Cloud Kitchen,16-25,Y
409,REST00410,Spicy Mess Central,Mumbai,North Indian,Restaurant,16-25,Y
410,REST00411,Royal Cafe Point,Delhi,North Indian,Restaurant,16-25,Y
411,REST00412,Bombay House Central,Bengaluru,Chinese,Restaurant,<=15,Y
412,REST00413,Sri Wraps Hub,Chennai,Biryani,Restaurant,16-25,N
413,REST00414,Madras Cafe Corner,Bengaluru,Biryani,Restaurant,16-25,Y
414,REST00415,Delhi Sweets Bhojanalay,Pune,North Indian,Restaurant,<=15,Y
415,REST00416,Kolkata Thali Central,Mumbai,North Indian,Cloud Kitchen,<=15,Y
416,REST00417,Urban Express Bhojanalay,Delhi,Desserts,Restaurant,16-25,Y
417,REST00418,Spicy Wraps Adda,Pune,Biryani,Restaurant,16-25,Y
418,REST00419,Fresh Pizza Palace,Mumbai,Fast Food,Cloud Kitchen,16-25,Y
419,REST00420,Kolkata Biryani Point,Chennai,Pizza,Restaurant,<=15,N
420,REST00421,Urban Biryani Darbar,Mumbai,Desserts,Restaurant,>40,Y
421,REST00422,Fresh House Mahal,Ahmedabad,North Indian,Restaurant,<=15,Y
422,REST00423,Taste of Sweets Corner,Bengaluru,North Indian,Restaurant,>40,Y
423,REST00424,Classic House Central,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
424,REST00425,Namma Darshini Central,Hyderabad,Biryani,Restaurant,<=15,N
425,REST00426,Bombay Express Clouds,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
426,REST00427,Taste of Express Adda,Chennai,Biryani,Restaurant,>40,Y
427,REST00428,Delhi Curry Cafe,Hyderabad,South Indian,Restaurant,<=15,Y
428,REST00429,Urban Tandoor Palace,Mumbai,Fast Food,Restaurant,16-25,N
429,REST00430,Royal Paratha Zone,Mumbai,Chinese,Restaurant,<=15,Y
430,REST00431,Kolkata Mess Central,Bengaluru,Pizza,Restaurant,16-25,Y
431,REST00432,Taste of Cafe Heaven,Bengaluru,Healthy,Cloud Kitchen,26-40,Y
432,REST00433,Annapurna Cafe Hub,Chennai,Healthy,Restaurant,<=15,Y
433,REST00434,Flavours of Kitchen Heaven,Bengaluru,Fast Food,Cloud Kitchen,>40,Y
434,REST00435,Flavours of Kitchen Bhojanalay,Bengaluru,South Indian,Restaurant,<=15,Y
435,REST00436,Bombay Sweets Palace,Delhi,Desserts,Cloud Kitchen,16-25,Y
436,REST00437,Tandoori Biryani Adda,Pune,North Indian,Restaurant,>40,Y
437,REST00438,Punjabi Thali Delight,Delhi,Pizza,Restaurant,<=15,Y
438,REST00439,Urban Curry Palace,Pune,North Indian,Restaurant,<=15,Y
439,REST00440,Thindi Mane Express Stop,Bengaluru,South Indian,Restaurant,16-25,Y
440,REST00441,Flavours of Darshini Nest,Delhi,Pizza,Restaurant,16-25,Y
441,REST00442,Namma Express Point,Delhi,Pizza,Restaurant,26-40,N
442,REST00443,Kolkata Pizza Hub,Chennai,North Indian,Restaurant,26-40,Y
443,REST00444,Madras Paratha Mahal,Kolkata,Fast Food,Restaurant,<=15,Y
444,REST00445,Madras Sweets Delight,Delhi,North Indian,Restaurant,<=15,Y
445,REST00446,Delhi Kitchen Clouds,Chennai,North Indian,Restaurant,16-25,Y
446,REST00447,Thindi Mane Grill Cafe,Pune,Pizza,Cloud Kitchen,26-40,Y
447,REST00448,Thindi Mane Express Palace,Bengaluru,Chinese,Restaurant,>40,Y
448,REST00449,Urban Kitchen Cafe,Mumbai,South Indian,Restaurant,16-25,Y
449,REST00450,Delhi Kitchen Delight,Hyderabad,South Indian,Restaurant,16-25,Y
450,REST00451,Hot & Crispy Delights Mahal,Kolkata,Biryani,Cloud Kitchen,16-25,Y
451,REST00452,Sri Kitchen Cafe,Ahmedabad,South Indian,Restaurant,26-40,Y
452,REST00453,Delhi Wraps Palace,Hyderabad,Pizza,Restaurant,>40,Y
453,REST00454,Taste of Kitchen Delight,Delhi,North Indian,Restaurant,16-25,Y
454,REST00455,Grand Biryani Darbar,Bengaluru,North Indian,Cloud Kitchen,26-40,Y
455,REST00456,Delhi Darshini Zone,Kolkata,North Indian,Restaurant,16-25,Y
456,REST00457,Hot & Crispy Biryani Heaven,Delhi,North Indian,Restaurant,<=15,Y
457,REST00458,Spicy Thali Darbar,Chennai,Biryani,Cloud Kitchen,<=15,Y
458,REST00459,Spicy Mess Corner,Chennai,Desserts,Restaurant,16-25,Y
459,REST00460,Flavours of Biryani Corner,Delhi,Chinese,Cloud Kitchen,16-25,Y
460,REST00461,Thindi Mane Pizza Stop,Kolkata,Biryani,Restaurant,16-25,Y
461,REST00462,Madras Cafe Corner,Ahmedabad,Chinese,Restaurant,<=15,Y
462,REST00463,Punjabi Grill Palace,Kolkata,Chinese,Restaurant,<=15,Y
463,REST00464,Fresh House Bhojanalay,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
464,REST00465,Urban Delights Clouds,Pune,Chinese,Cloud Kitchen,16-25,Y
465,REST00466,Sri Paratha Delight,Bengaluru,Biryani,Cloud Kitchen,26-40,Y
466,REST00467,Flavours of Mess Hub,Pune,Fast Food,Restaurant,16-25,Y
467,REST00468,Punjabi House Delight,Hyderabad,Fast Food,Restaurant,16-25,Y
468,REST00469,Delhi Biryani Darbar,Bengaluru,North Indian,Restaurant,<=15,Y
469,REST00470,Flavours of Pizza Stop,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
470,REST00471,Hot & Crispy Thali Palace,Kolkata,Chinese,Restaurant,<=15,Y
471,REST00472,Annapurna Express Bhojanalay,Chennai,Fast Food,Restaurant,>40,Y
472,REST00473,Spicy Thali Point,Delhi,North Indian,Restaurant,26-40,Y
473,REST00474,Madras Darshini Delight,Mumbai,Desserts,Restaurant,26-40,Y
474,REST00475,Punjabi Express Central,Kolkata,Biryani,Restaurant,16-25,N
475,REST00476,Tandoori Thali Delight,Kolkata,South Indian,Cloud Kitchen,<=15,Y
476,REST00477,Annapurna Pizza Delight,Bengaluru,Chinese,Restaurant,>40,Y
477,REST00478,Classic Delights Hub,Chennai,Biryani,Restaurant,<=15,Y
478,REST00479,Namma House Darbar,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
479,REST00480,Bombay Curry Adda,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
480,REST00481,Bombay Kitchen Clouds,Pune,Chinese,Restaurant,>40,Y
481,REST00482,Classic Darshini Heaven,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
482,REST00483,Bombay Sweets Heaven,Delhi,Pizza,Cloud Kitchen,16-25,N
483,REST00484,Madras Tandoor Clouds,Kolkata,South Indian,Cloud Kitchen,26-40,Y
484,REST00485,Spicy Cafe Stop,Delhi,Desserts,Restaurant,16-25,Y
485,REST00486,Tandoori Thali Heaven,Mumbai,North Indian,Restaurant,16-25,Y
486,REST00487,Tandoori Paratha Corner,Hyderabad,Chinese,Restaurant,26-40,Y
487,REST00488,Thindi Mane House Adda,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
488,REST00489,Thindi Mane Thali Central,Hyderabad,Healthy,Restaurant,16-25,Y
489,REST00490,Sri Mess Heaven,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
490,REST00491,Madras Tandoor Stop,Chennai,Chinese,Restaurant,16-25,Y
491,REST00492,Annapurna Pizza Palace,Mumbai,Chinese,Restaurant,<=15,N
492,REST00493,Spicy Mess Cafe,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
493,REST00494,Kolkata Biryani Palace,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
494,REST00495,Namma Sweets Darbar,Delhi,Biryani,Restaurant,16-25,Y
495,REST00496,Flavours of Grill Bhojanalay,Pune,Fast Food,Restaurant,16-25,Y
496,REST00497,Madras Express Darbar,Pune,Biryani,Restaurant,16-25,Y
497,REST00498,Sri Cafe Heaven,Ahmedabad,North Indian,Restaurant,26-40,Y
498,REST00499,Urban Kitchen Zone,Hyderabad,Pizza,Cloud Kitchen,<=15,Y
499,REST00500,Kolkata Mess Heaven,Delhi,Chinese,Restaurant,<=15,Y
500,REST00501,Annapurna Sweets Mahal,Kolkata,North Indian,Cloud Kitchen,26-40,Y
501,REST00502,Bombay Express Central,Bengaluru,Biryani,Cloud Kitchen,26-40,N
502,REST00503,Fresh Tandoor Clouds,Mumbai,South Indian,Restaurant,<=15,Y
503,REST00504,Madras House Palace,Mumbai,North Indian,Restaurant,16-25,Y
504,REST00505,Annapurna Mess Heaven,Delhi,North Indian,Restaurant,<=15,Y
505,REST00506,Namma Wraps Palace,Ahmedabad,Pizza,Restaurant,16-25,Y
506,REST00507,Spicy Mess Hub,Bengaluru,Fast Food,Restaurant,16-25,Y
507,REST00508,Classic Mess Zone,Bengaluru,Pizza,Restaurant,16-25,Y
508,REST00509,Madras Pizza Heaven,Chennai,North Indian,Restaurant,>40,Y
509,REST00510,Taste of Pizza Hub,Kolkata,Biryani,Cloud Kitchen,16-25,Y
510,REST00511,Delhi Grill Mahal,Hyderabad,South Indian,Restaurant,26-40,Y
511,REST00512,Classic Darshini Point,Pune,Biryani,Restaurant,>40,Y
512,REST00513,Bombay Darshini Nest,Hyderabad,North Indian,Restaurant,16-25,Y
513,REST00514,Namma Kitchen Bhojanalay,Kolkata,South Indian,Restaurant,16-25,Y
514,REST00515,Classic Express Bhojanalay,Mumbai,Chinese,Cloud Kitchen,16-25,Y
515,REST00516,Grand Sweets Delight,Mumbai,South Indian,Cloud Kitchen,16-25,Y
516,REST00517,Classic Tandoor Zone,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
517,REST00518,Thindi Mane Grill Darbar,Bengaluru,Healthy,Cloud Kitchen,16-25,Y
518,REST00519,Madras Grill Corner,Kolkata,Chinese,Cloud Kitchen,<=15,Y
519,REST00520,Classic Mess Point,Mumbai,South Indian,Restaurant,>40,Y
520,REST00521,Thindi Mane Paratha Darbar,Kolkata,South Indian,Restaurant,16-25,N
521,REST00522,Tandoori Thali Darbar,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
522,REST00523,Taste of Pizza Delight,Bengaluru,North Indian,Restaurant,26-40,Y
523,REST00524,Spicy Biryani Central,Bengaluru,North Indian,Restaurant,26-40,Y
524,REST00525,Taste of Tandoor Bhojanalay,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
525,REST00526,Delhi Darshini Zone,Kolkata,North Indian,Cloud Kitchen,16-25,Y
526,REST00527,Bombay Delights Adda,Delhi,South Indian,Cloud Kitchen,>40,Y
527,REST00528,Delhi Biryani Corner,Mumbai,North Indian,Restaurant,16-25,Y
528,REST00529,Spicy Thali Point,Pune,Biryani,Restaurant,16-25,Y
529,REST00530,Sri Delights Delight,Bengaluru,Fast Food,Restaurant,16-25,Y
530,REST00531,Hot & Crispy House Delight,Delhi,Chinese,Cloud Kitchen,26-40,N
531,REST00532,Taste of Curry Stop,Delhi,Fast Food,Restaurant,26-40,Y
532,REST00533,Tandoori Curry Heaven,Mumbai,Chinese,Restaurant,16-25,Y
533,REST00534,Delhi Sweets Hub,Delhi,Biryani,Cloud Kitchen,<=15,Y
534,REST00535,Sri Sweets Nest,Mumbai,Chinese,Restaurant,16-25,Y
535,REST00536,Madras Paratha Darbar,Pune,Pizza,Restaurant,16-25,Y
536,REST00537,Kolkata Darshini Corner,Bengaluru,North Indian,Restaurant,26-40,Y
537,REST00538,Spicy Biryani Cafe,Delhi,South Indian,Restaurant,26-40,Y
538,REST00539,Punjabi Pizza Palace,Kolkata,Chinese,Cloud Kitchen,16-25,Y
539,REST00540,Bombay Pizza Central,Hyderabad,Desserts,Restaurant,<=15,Y
540,REST00541,Madras Cafe Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
541,REST00542,Namma Tandoor Cafe,Delhi,South Indian,Restaurant,16-25,Y
542,REST00543,Bombay Pizza Mahal,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
543,REST00544,Fresh Delights Heaven,Delhi,Desserts,Restaurant,<=15,N
544,REST00545,Fresh Delights Darbar,Hyderabad,Biryani,Cloud Kitchen,<=15,Y
545,REST00546,Classic Mess Point,Hyderabad,Pizza,Restaurant,26-40,N
546,REST00547,Punjabi Pizza Adda,Mumbai,Desserts,Cloud Kitchen,>40,Y
547,REST00548,Madras Paratha Mahal,Delhi,South Indian,Cloud Kitchen,16-25,Y
548,REST00549,Taste of Thali Darbar,Bengaluru,South Indian,Restaurant,<=15,Y
549,REST00550,Namma Kitchen Zone,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
550,REST00551,Bombay Grill Stop,Chennai,Pizza,Restaurant,16-25,Y
551,REST00552,Urban Mess Corner,Chennai,Desserts,Cloud Kitchen,>40,Y
552,REST00553,Royal Mess Darbar,Mumbai,South Indian,Restaurant,26-40,Y
553,REST00554,Bombay Mess Mahal,Hyderabad,South Indian,Restaurant,<=15,Y
554,REST00555,Namma Paratha Hub,Mumbai,Healthy,Restaurant,26-40,Y
555,REST00556,Taste of Biryani Palace,Kolkata,Pizza,Cloud Kitchen,26-40,Y
556,REST00557,Taste of Cafe Point,Chennai,Pizza,Restaurant,16-25,Y
557,REST00558,Sri Kitchen Nest,Chennai,North Indian,Restaurant,16-25,Y
558,REST00559,Grand Darshini Corner,Delhi,Biryani,Restaurant,<=15,Y
559,REST00560,Madras Cafe Corner,Kolkata,South Indian,Restaurant,16-25,Y
560,REST00561,Tandoori House Hub,Pune,North Indian,Restaurant,>40,Y
561,REST00562,Punjabi Darshini Delight,Hyderabad,North Indian,Restaurant,<=15,Y
562,REST00563,Kolkata Express Bhojanalay,Chennai,Pizza,Restaurant,>40,Y
563,REST00564,Spicy Curry Cafe,Kolkata,North Indian,Restaurant,16-25,Y
564,REST00565,Tandoori Express Stop,Hyderabad,South Indian,Cloud Kitchen,<=15,N
565,REST00566,Tandoori Paratha Cafe,Mumbai,Biryani,Restaurant,>40,Y
566,REST00567,Kolkata Express Bhojanalay,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
567,REST00568,Bombay Darshini Point,Delhi,North Indian,Cloud Kitchen,<=15,Y
568,REST00569,Grand Pizza Adda,Delhi,Healthy,Restaurant,<=15,Y
569,REST00570,Taste of Sweets Corner,Bengaluru,Biryani,Cloud Kitchen,>40,Y
570,REST00571,Grand Curry Nest,Chennai,North Indian,Cloud Kitchen,<=15,N
571,REST00572,Namma Paratha Corner,Hyderabad,South Indian,Restaurant,16-25,Y
572,REST00573,Thindi Mane Cafe Stop,Mumbai,Pizza,Restaurant,<=15,Y
573,REST00574,Royal Delights Darbar,Ahmedabad,Fast Food,Restaurant,16-25,Y
574,REST00575,Punjabi Pizza Bhojanalay,Pune,Biryani,Cloud Kitchen,26-40,Y
575,REST00576,Delhi Mess Hub,Bengaluru,Fast Food,Restaurant,16-25,Y
576,REST00577,Hot & Crispy Biryani Central,Chennai,Pizza,Restaurant,16-25,Y
577,REST00578,Madras Delights Mahal,Mumbai,Chinese,Restaurant,>40,Y
578,REST00579,Thindi Mane Kitchen Nest,Hyderabad,South Indian,Cloud Kitchen,<=15,Y
579,REST00580,Hot & Crispy Pizza Adda,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
580,REST00581,Flavours of Delights Mahal,Chennai,South Indian,Restaurant,16-25,Y
581,REST00582,Classic Tandoor Nest,Hyderabad,Pizza,Restaurant,16-25,Y
582,REST00583,Tandoori Kitchen Mahal,Delhi,Chinese,Cloud Kitchen,16-25,Y
583,REST00584,Taste of Cafe Central,Kolkata,Desserts,Restaurant,26-40,Y
584,REST00585,Grand Tandoor Cafe,Chennai,Biryani,Restaurant,16-25,Y
585,REST00586,Hot & Crispy Grill Adda,Mumbai,Healthy,Cloud Kitchen,16-25,Y
586,REST00587,Bombay Wraps Delight,Delhi,Biryani,Restaurant,16-25,Y
587,REST00588,Classic Delights Central,Delhi,Desserts,Restaurant,16-25,Y
588,REST00589,Delhi Cafe Corner,Bengaluru,Healthy,Cloud Kitchen,>40,Y
589,REST00590,Delhi Cafe Palace,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
590,REST00591,Annapurna Kitchen Corner,Bengaluru,Healthy,Restaurant,<=15,Y
591,REST00592,Taste of Pizza Central,Bengaluru,North Indian,Restaurant,26-40,Y
592,REST00593,Thindi Mane Cafe Hub,Ahmedabad,Biryani,Restaurant,16-25,N
593,REST00594,Thindi Mane Tandoor Darbar,Chennai,Biryani,Restaurant,26-40,Y
594,REST00595,Kolkata Grill Central,Hyderabad,North Indian,Restaurant,16-25,Y
595,REST00596,Sri House Point,Hyderabad,South Indian,Restaurant,<=15,Y
596,REST00597,Spicy Grill Corner,Kolkata,Fast Food,Restaurant,16-25,Y
597,REST00598,Classic Thali Palace,Mumbai,Chinese,Restaurant,26-40,Y
598,REST00599,Namma Mess Central,Ahmedabad,North Indian,Cloud Kitchen,16-25,Y
599,REST00600,Delhi Pizza Cafe,Delhi,North Indian,Restaurant,<=15,Y
600,REST00601,Grand Kitchen Central,Bengaluru,Healthy,Cloud Kitchen,<=15,Y
601,REST00602,Madras Biryani Heaven,Bengaluru,Fast Food,Cloud Kitchen,16-25,Y
602,REST00603,Taste of Curry Heaven,Ahmedabad,Chinese,Restaurant,16-25,Y
603,REST00604,Namma Sweets Zone,Kolkata,Healthy,Cloud Kitchen,<=15,Y
604,REST00605,Delhi Pizza Point,Delhi,North Indian,Cloud Kitchen,26-40,Y
605,REST00606,Fresh Tandoor Mahal,Ahmedabad,Desserts,Restaurant,16-25,Y
606,REST00607,Punjabi Grill Hub,Pune,Chinese,Restaurant,>40,Y
607,REST00608,Delhi Kitchen Mahal,Mumbai,Chinese,Cloud Kitchen,16-25,Y
608,REST00609,Spicy Mess Mahal,Delhi,Desserts,Cloud Kitchen,<=15,Y
609,REST00610,Delhi Paratha Point,Hyderabad,North Indian,Restaurant,<=15,Y
610,REST00611,Annapurna Thali Cafe,Bengaluru,North Indian,Restaurant,<=15,Y
